FusionName	Sample	zscore_Gene1A	zscore_Gene1B	zscore_Gene2A	zscore_Gene2B	note_expression_Gene1A	note_expression_Gene1B	note_expression_Gene2A	note_expression_Gene2B	LeftBreakpoint	RightBreakpoint	Caller	Fusion_Type	JunctionReadCount	SpanningFragCount	Confidence	annots	Gene1A	Gene2A	Gene1B	Gene2B	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Fusion_anno
AFDN--SMTN	BS_1HQ76V6D	NA	0.634174849809215	NA	NA	NA	no change	NA	NA	6:167827237:+	22:31095303:+	STARFUSION	in-frame	33	7	NA	[INTERCHROMOSOMAL[chr6--chr22]]	AFDN	NA	SMTN	NA	CosmicCensus, onco	NA	NA	NA	NA
AGAP2--OS9	BS_7327SDAQ	1.41794052762207	6.07257726131102	NA	NA	no change	differentially expressed	NA	NA	12:57729639:-	12:57715760:+	STARFUSION	frameshift	27	6	NA	[INTRACHROMOSOMAL[chr12:0.00Mb],LOCAL_INVERSION:-:+:[2204]]	AGAP2	NA	OS9	NA	onco	NA	NA	NA	NA
AL139099.5--IGF2	BS_NGHK9RZP	NA	10.9949391599727	NA	NA	NA	differentially expressed	NA	NA	14:49586856:+	11:2129921:-	STARFUSION	other	3	6	NA	[INTERCHROMOSOMAL[chr14--chr11]]	AL139099.5	NA	IGF2	NA	NA	onco	NA	NA	NA
AL139099.5--RMRP	BS_RXN5T5YT	NA	7.01283460483529	NA	NA	NA	differentially expressed	NA	NA	14:49586871:+	9:35657882:-	STARFUSION	other	3	9	NA	[INTERCHROMOSOMAL[chr14--chr9]]	AL139099.5	NA	RMRP	NA	NA	onco	NA	NA	NA
AL139099.5--RMRP	BS_RXN5T5YT	NA	7.01283460483529	NA	NA	NA	differentially expressed	NA	NA	14:49586854:+	9:35658010:-	STARFUSION	other	3	9	NA	[INTERCHROMOSOMAL[chr14--chr9]]	AL139099.5	NA	RMRP	NA	NA	onco	NA	NA	NA
AL159169.1--NFIB	BS_063ERW0R	NA	4.61769182080641	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	15	1	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_09Z7TC35	NA	9.89503988382247	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	536	20	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_0T17SY47	NA	4.92262763377417	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	22	0	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_1BWP5MCT	NA	7.97695357814691	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	80	0	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_1HQ76V6D	NA	7.62465210375459	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	31	7	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_1QXEC43H	NA	8.46080469437986	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	105	5	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_1TWCV047	NA	9.16255076084677	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	117	4	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_1XJ73KBQ	NA	5.17270906894108	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	107	11	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_273HKCT4	NA	4.99416333714768	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	20	2	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_2EN3X6HB	NA	4.70948051708292	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	7	3	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_2WPQ8YCW	NA	5.5053175121845	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	20	1	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_3F5PR9GS	NA	8.80915140047076	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	39	4	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_3X9WMZGJ	NA	6.80472918851518	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	21	1	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_42DY6WS7	NA	5.10821181658715	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	19	3	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_49852ZBH	NA	4.05011770137835	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	27	5	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_4CP4T22V	NA	9.77297752087071	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	25	1	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_4HQ3T2NC	NA	4.39626539758942	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	18	3	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_4NF35AF6	NA	4.77193797961279	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	26	2	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_4PH1MBGR	NA	9.21713646504387	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	246	26	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_52DAPP1Y	NA	5.06470978138084	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	11	1	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_53GQKVEX	NA	4.93309004681499	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	12	0	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_55P8HPYD	NA	5.37117790899294	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	16	1	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_5PEFNDCY	NA	4.43709148113363	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	32	2	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_5PJCHF6V	NA	9.30248150007972	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	151	3	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_5PV5N4HQ	NA	4.59507223484465	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	27	6	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_5YJEPPTP	NA	4.88031201597275	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	21	3	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_66HQ3E4Z	NA	4.2292176308746	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	16	0	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_6N3AFF66	NA	4.71838307135762	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	7	3	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_7C40TRCY	NA	8.32328697185407	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	57	2	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_7FWZ518S	NA	6.86628142340712	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	12	1	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_7P83Z28P	NA	4.5573414561424	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	17	4	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_7XQRH69M	NA	8.11222835507273	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	28	3	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_7Z93ZYMS	NA	4.16121895069962	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	14	3	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_81SP2HX4	NA	7.81481628840623	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	18	2	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_84XCR9GG	NA	6.03786654669769	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	16	0	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_8GW1TMV2	NA	7.68759602274419	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	92	14	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_8S86CM61	NA	8.93241639913159	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	46	1	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_9DFBHHB5	NA	5.1074932585884	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	18	0	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_9NJHQE9F	NA	5.93579934052531	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	111	2	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_9NZ2D6AD	NA	8.93594484240246	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	27	1	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_9PB3XH5D	NA	9.51739460929263	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	227	17	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_9PB3XH5D	NA	9.51739460929263	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14155893:-	STARFUSION	other	40	17	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_9PB3XH5D	NA	9.51739460929263	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14179780:-	STARFUSION	other	25	17	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_9Q6Z6VJC	NA	4.86126090290709	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	18	2	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_9SJWWYQ4	NA	4.80562409402994	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	9	0	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_9V633J1X	NA	6.37544879367549	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	184	14	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_A13BMEF5	NA	5.59950407187181	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	17	0	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_A14Z8BBK	NA	8.5076053925016	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	68	1	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_A1VEGWTR	NA	5.07128598067824	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	11	3	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_AHEFXG7W	NA	8.1198439514664	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	38	2	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_AM70R8RG	NA	8.35958732307601	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	130	12	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_AMZ70B6F	NA	8.40462524373753	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	59	2	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_ARFQ1WG3	NA	5.24705454245345	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	11	0	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_BA6AZWB3	NA	7.86566539627733	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	63	0	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_BPSTSCBJ	NA	5.18526233880076	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	16	2	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_BPWEFR89	NA	8.90319664353986	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	152	6	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_BSV07M7Z	NA	9.69020079341473	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	175	10	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_BVSW4GTG	NA	7.06683025587905	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	39	4	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_CGB2WS2A	NA	4.93270336889133	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	11	3	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_CTR5X93B	NA	4.935408796315	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	19	2	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_D144EJRQ	NA	8.07966481925112	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	108	1	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_DPF1CX0G	NA	4.9160165203624	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	16	1	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_DSS3S5XD	NA	4.47160356053031	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	23	1	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_DV86M0Y7	NA	4.20991197824815	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	12	2	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
AL159169.1--NFIB	BS_E3BAT4C1	NA	7.80117924200965	NA	NA	NA	differentially expressed	NA	NA	9:14531947:-	9:14307520:-	STARFUSION	other	18	1	NA	[INTRACHROMOSOMAL[chr9:0.13Mb]]	AL159169.1	NA	NFIB	NA	NA	CosmicCensus, onco	NA	NA	NA
